"Serotype","Latitude","Longitude","Diagnosis.status","Animal.type","Species","Observation_date","Host_category"
"H5N1 HPAI",30.88,31.538,"Confirmed","Domestic","Unspecified Bird",2014-01-21,"poultry"
"H5N1 HPAI",30.857,31.529,"Confirmed","Domestic","Chicken",2014-01-21,"poultry"
"H5N1 HPAI",29.867,31.25,"Confirmed","Domestic","Duck",2014-01-21,"poultry"
"H5N1 HPAI",26.123,32.09,"Confirmed","Domestic","Duck",2014-01-21,"poultry"
"H5N1 HPAI",26.123,32.09,"Confirmed","Domestic","Turkey",2014-01-21,"poultry"
"H5N1 HPAI",26.123,32.09,"Confirmed","Domestic","Chicken",2014-01-21,"poultry"
"H5N1 HPAI",26.123,32.09,"Confirmed","Domestic","Unspecified Bird",2014-01-21,"poultry"
"H5N8 HPAI",35.69495,127.16046,"Confirmed","Wild","Teal",2014-01-21,"wild_bird"
"H5N8 HPAI",35.69495,127.16046,"Confirmed","Wild","Teal",2014-01-21,"wild_bird"
"H7N9 LPAI",31.2,121.5,"Confirmed","Domestic","Chicken",2014-01-21,"poultry"
"H5N1 HPAI",30.523,32.195,"Confirmed","Domestic","Duck",2014-01-20,"poultry"
"H5N1 HPAI",30.523,32.195,"Confirmed","Domestic","Chicken",2014-01-20,"poultry"
"H5N1 HPAI",30.523,32.195,"Confirmed","Domestic","Unspecified Bird",2014-01-20,"poultry"
"H5N1 HPAI",30.707,31.104,"Confirmed","Domestic","Duck",2014-01-20,"poultry"
"H5N1 HPAI",30.707,31.104,"Confirmed","Domestic","Chicken",2014-01-20,"poultry"
"H5N1 HPAI",30.707,31.104,"Confirmed","Domestic","Unspecified Bird",2014-01-20,"poultry"
"H5N1 HPAI",0.71,122.972,"Confirmed","Domestic","Chicken",2014-01-20,"poultry"
"H5N1 HPAI",-7.267,108.391,"Confirmed","Domestic","Chicken",2014-01-20,"poultry"
"H5N1 HPAI",-7.369,108.617,"Confirmed","Domestic","Duck",2014-01-20,"poultry"
"H5N1 HPAI",-7.93,113.78,"Confirmed","Domestic","Chicken",2014-01-20,"poultry"
"H5N1 HPAI",-5.415,105.322,"Confirmed","Domestic","Chicken",2014-01-20,"poultry"
"H5N8 HPAI",35.69495,127.16046,"Confirmed","Wild","Teal",2014-01-20,"wild_bird"
"H5N8 HPAI",35.69495,127.16046,"Confirmed","Wild","Goose",2014-01-20,"wild_bird"
"H5N1 HPAI",-7.2668,108.391,"Confirmed","Domestic","Chicken",2014-01-20,"poultry"
"H5N8 HPAI",35.7,126.7203995,"Confirmed","Domestic","Duck",2014-01-19,"poultry"
"H5N8 HPAI",35.69495,127.16046,"Confirmed","Wild","Teal",2014-01-19,"wild_bird"
"H5N8 HPAI",35.5787901,126.7026635,"Confirmed","Domestic","Duck",2014-01-18,"poultry"
"H5N8 HPAI",35.499265,126.7089845,"Confirmed","Wild","Goose",2014-01-17,"wild_bird"
"H5N8 HPAI",35.5908307,126.7042137,"Confirmed","Domestic","Duck",2014-01-17,"poultry"
"H7N9 LPAI",23.11,109.57,"Confirmed","Domestic","Unspecified Bird",2014-01-17,"poultry"
"H5N1 HPAI",-7.932,110.58,"Confirmed","Domestic","Duck",2014-01-17,"poultry"
"H5N1 HPAI",-7.932,110.58,"Confirmed","Domestic","Chicken",2014-01-17,"poultry"
"H5N1 HPAI",4.991,97.672,"Confirmed","Domestic","Chicken",2014-01-17,"poultry"
"H5N8 HPAI",35.69495,127.16046,"Confirmed","Wild","Teal",2014-01-17,"wild_bird"
"H5N8 HPAI",35.499265,126.7089845,"Confirmed","Domestic","Duck",2014-01-16,"poultry"
"H5N2 HPAI",36.2,120.26,"Confirmed","Domestic","Unspecified Bird",2014-01-16,"poultry"
"H7N9 LPAI",24.78,118.54,"Confirmed","Domestic","Unspecified Bird",2014-01-16,"poultry"
"H9N2 LPAI",36.059561,103.826447,"Confirmed","Wild","Goose",2014-01-16,"wild_bird"
"H5N1 HPAI",28.953,30.855,"Confirmed","Domestic","Duck",2014-01-15,"poultry"
"H5N1 HPAI",30.692,31.33,"Confirmed","Domestic","Duck",2014-01-15,"poultry"
"H5N1 HPAI",30.692,31.33,"Confirmed","Domestic","Chicken",2014-01-15,"poultry"
"H5N1 HPAI",30.692,31.33,"Confirmed","Domestic","Unspecified Bird",2014-01-15,"poultry"
"H5N1 HPAI",26.689,31.481,"Confirmed","Domestic","Duck",2014-01-15,"poultry"
"H5N1 HPAI",26.689,31.481,"Confirmed","Domestic","Goose",2014-01-15,"poultry"
"H5N1 HPAI",26.689,31.481,"Confirmed","Domestic","Chicken",2014-01-15,"poultry"
"H5N1 HPAI",26.689,31.481,"Confirmed","Domestic","Unspecified Bird",2014-01-15,"poultry"
"H5N1 HPAI",-7.167,111.065,"Confirmed","Domestic","Chicken",2014-01-15,"poultry"
"H5N1 HPAI",-7.046,110.352,"Confirmed","Domestic","Duck",2014-01-15,"poultry"
"H5N1 HPAI",-8.036,110.936,"Confirmed","Domestic","Duck",2014-01-15,"poultry"
"H5N1 HPAI",-5.415,105.322,"Confirmed","Domestic","Chicken",2014-01-15,"poultry"
"H5N1 HPAI",-3.545303,103.910825,"Confirmed","Domestic","Chicken",2014-01-15,"poultry"
"H5N1 HPAI",-7.969,110.217,"Confirmed","Domestic","Duck",2014-01-14,"poultry"
"H5N1 HPAI",-7.936,110.196,"Confirmed","Domestic","Duck",2014-01-14,"poultry"
"H5N1 HPAI",-7.17,110.056,"Confirmed","Domestic","Common Quail:coturnix Coturnix(Phasianidae)",2014-01-14,"poultry"
"H5N1 HPAI",-6.347,108.286,"Confirmed","Domestic","Duck",2014-01-13,"poultry"
"H5N1 HPAI",-7.015,106.658,"Confirmed","Domestic","Duck",2014-01-13,"poultry"
"H5N1 HPAI",-7.015,106.658,"Confirmed","Domestic","Chicken",2014-01-13,"poultry"
"H5N1 HPAI",-7.398,110.889,"Confirmed","Domestic","Duck",2014-01-13,"poultry"
"H5N1 HPAI",-6.347,108.286,"Confirmed","Domestic","Duck",2014-01-13,"poultry"
"H7N9 LPAI",23.13,113.26,"Confirmed","Domestic","Unspecified Bird",2014-01-11,"poultry"
"H5N1 HPAI",-0.323,100.541,"Confirmed","Domestic","Chicken",2014-01-11,"poultry"
"H5N1 HPAI",21.1683,106.0029,"Confirmed","Domestic","Unspecified Bird",2014-01-09,"poultry"
"H5N1 HPAI",21.1196,105.9619,"Confirmed","Domestic","Unspecified Bird",2014-01-09,"poultry"
"H5N1 HPAI",30.127,31.145,"Confirmed","Domestic","Duck",2014-01-09,"poultry"
"H5N1 HPAI",30.127,31.145,"Confirmed","Domestic","Chicken",2014-01-09,"poultry"
"H5N1 HPAI",-6.339,108.297,"Confirmed","Domestic","Duck",2014-01-09,"poultry"
"H5N1 HPAI",-6.339,108.297,"Confirmed","Domestic","Duck",2014-01-09,"poultry"
"H5N1 HPAI",-0.323,100.541,"Confirmed","Domestic","Chicken",2014-01-09,"poultry"
"H5N1 HPAI",-6.339,108.297,"Confirmed","Domestic","Duck",2014-01-09,"poultry"
"H5N1 HPAI",21.134,106.0758,"Confirmed","Domestic","Unspecified Bird",2014-01-08,"poultry"
"H5N1 HPAI",21.1007727298,106.019,"Confirmed","Domestic","Unspecified Bird",2014-01-08,"poultry"
"H5N1 HPAI",31.241,30.941,"Confirmed","Domestic","Duck",2014-01-08,"poultry"
"H5N1 HPAI",31.241,30.941,"Confirmed","Domestic","Chicken",2014-01-08,"poultry"
"H5N1 HPAI",-7.764,113.699,"Confirmed","Domestic","Duck",2014-01-08,"poultry"
"H5N1 HPAI",29.72,115.03,"Confirmed","Domestic","Unspecified Bird",2014-01-07,"poultry"
"H5N1 HPAI",5.205,96.629,"Confirmed","Domestic","Chicken",2014-01-07,"poultry"
"H5N1 HPAI",1.135,124.847,"Confirmed","Domestic","Chicken",2014-01-06,"poultry"
"H5N1 HPAI",-6.865,107.491,"Confirmed","Domestic","Duck",2014-01-03,"poultry"
"H5N1 HPAI",-3.157,102.292,"Confirmed","Domestic","Chicken",2014-01-02,"poultry"
"H5N1 HPAI",-6.772,107.366,"Confirmed","Domestic","Chicken",2014-01-02,"poultry"
"H5N1 HPAI",-6.826,106.75,"Confirmed","Domestic","Duck",2014-01-02,"poultry"
"H5N1 HPAI",-6.826,106.75,"Confirmed","Domestic","Duck",2014-01-02,"poultry"
"H5N1 HPAI",-7.025,112.265,"Confirmed","Domestic","Common Quail:coturnix Coturnix(Phasianidae)",2014-01-02,"poultry"
"H5N1 HPAI",29.339,31.09,"Confirmed","Domestic","Duck",2014-01-01,"poultry"
"H5N1 HPAI",29.102,30.944,"Confirmed","Domestic","Duck",2014-01-01,"poultry"
"H5N1 HPAI",30.831,31.339,"Confirmed","Domestic","Duck",2014-01-01,"poultry"
"H5N1 HPAI",30.831,31.339,"Confirmed","Domestic","Chicken",2014-01-01,"poultry"
"H9N2 LPAI",29.96499,31.5699,"Confirmed","Domestic","Chicken",2014-01-01,"poultry"
"H9N2 LPAI",21.1397,105.84772,"Confirmed","Domestic","Muscovy Duck:cairina Moschata(Anatidae)",2014-01-01,"poultry"
"H5N1 HPAI",32.274361,119.185181,"Confirmed","Domestic","Chicken",2013-12-31,"poultry"
"H5N1 HPAI",31.735175,116.521683,"Confirmed","Domestic","Chicken",2013-12-31,"poultry"
"H5N1 HPAI",26.078371,119.294357,"Confirmed","Domestic","Duck",2013-12-31,"poultry"
"H5N1 HPAI",26.078371,119.294357,"Confirmed","Domestic","Chicken",2013-12-31,"poultry"
"H5N1 HPAI",25,118.090668,"Confirmed","Domestic","Duck",2013-12-31,"poultry"
"H5N1 HPAI",25,118.090668,"Confirmed","Domestic","Chicken",2013-12-31,"poultry"
"H5N1 HPAI",28.685769,115.85701,"Confirmed","Domestic","Duck",2013-12-31,"poultry"
"H5N1 HPAI",30.594183,114.299698,"Confirmed","Domestic","Chicken",2013-12-31,"poultry"
"H5N1 HPAI",28.673419,112.883148,"Confirmed","Domestic","Duck",2013-12-31,"poultry"
"H5N1 HPAI",29.031557,111.699028,"Confirmed","Domestic","Duck",2013-12-31,"poultry"
"H5N1 HPAI",28.2306,112.938766,"Confirmed","Domestic","Duck",2013-12-31,"poultry"
"H5N1 HPAI",28.2306,112.938766,"Confirmed","Domestic","Chicken",2013-12-31,"poultry"
"H5N1 HPAI",24.812291,113.598976,"Confirmed","Domestic","Duck",2013-12-31,"poultry"
"H5N1 HPAI",24.812291,113.598976,"Confirmed","Domestic","Goose",2013-12-31,"poultry"
"H5N1 HPAI",23.12931,113.26458,"Confirmed","Domestic","Duck",2013-12-31,"poultry"
"H5N1 HPAI",22.543873,114.059801,"Confirmed","Domestic","Duck",2013-12-31,"poultry"
"H5N1 HPAI",22.543873,114.059801,"Confirmed","Domestic","Goose",2013-12-31,"poultry"
"H5N1 HPAI",21.686941,108.353262,"Confirmed","Domestic","Duck",2013-12-31,"poultry"
"H5N1 HPAI",21.686941,108.353262,"Confirmed","Domestic","Chicken",2013-12-31,"poultry"
"H5N1 HPAI",22.091366,106.76445,"Confirmed","Domestic","Duck",2013-12-31,"poultry"
"H5N1 HPAI",22.091366,106.76445,"Confirmed","Domestic","Goose",2013-12-31,"poultry"
"H5N1 HPAI",29.503561,106.512451,"Confirmed","Domestic","Chicken",2013-12-31,"poultry"
"H5N1 HPAI",27.726691,106.926498,"Confirmed","Domestic","Duck",2013-12-31,"poultry"
"H5N1 HPAI",27.726691,106.926498,"Confirmed","Domestic","Pigeon",2013-12-31,"poultry"
"H5N1 HPAI",26.646768,106.622658,"Confirmed","Domestic","Duck",2013-12-31,"poultry"
"H5N1 HPAI",26.646768,106.622658,"Confirmed","Domestic","Chicken",2013-12-31,"poultry"
"H5N1 HPAI",41.727768,86.174011,"Confirmed","Domestic","Duck",2013-12-31,"poultry"
"H5N1 HPAI",41.727768,86.174011,"Confirmed","Domestic","Goose",2013-12-31,"poultry"
"H5N1 HPAI",-6.402694,108.225645,"Confirmed","Domestic","Duck",2013-12-30,"poultry"
"H5N1 HPAI",-6.807827,106.725749,"Confirmed","Domestic","Duck",2013-12-30,"poultry"
"H5N1 HPAI",-7.310522,110.190151,"Confirmed","Domestic","Chicken",2013-12-30,"poultry"
"H9N2 LPAI",36.66853,119.295143999,"Confirmed","Domestic","Chicken",2013-12-29,"poultry"
"H9N2 LPAI",28.675697,115.909227999,"Confirmed","Domestic","Chicken",2013-12-29,"poultry"
"H9N2 LPAI",36.66853,119.295143999,"Confirmed","Domestic","Chicken",2013-12-28,"poultry"
"H5N1 HPAI",25.57,107.73,"Confirmed","Domestic","Chicken",2013-12-27,"poultry"
"H5 LPAI",45.17008,10.671604,"Confirmed","Domestic","Chicken",2013-12-27,"poultry"
"H5N1 HPAI",-3.84807,119.585025,"Confirmed","Domestic","Duck",2013-12-27,"poultry"
"H9N2 LPAI",24.143979,90.406929,"Confirmed","Domestic","Common Quail:coturnix Coturnix(Phasianidae)",2013-12-27,"poultry"
"H5N1 HPAI",30.682,30.948,"Confirmed","Domestic","Duck",2013-12-25,"poultry"
"H5N1 HPAI",30.682,30.948,"Confirmed","Domestic","Chicken",2013-12-25,"poultry"
"H5N1 HPAI",30.682,30.948,"Confirmed","Domestic","Unspecified Bird",2013-12-25,"poultry"
"H9N2 LPAI",36.66853,119.295143999,"Confirmed","Domestic","Chicken",2013-12-25,"poultry"
"H9N2 LPAI",36.66853,119.295143999,"Confirmed","Domestic","Chicken",2013-12-25,"poultry"
"H5N1 HPAI",31.025,31.646,"Confirmed","Domestic","Duck",2013-12-24,"poultry"
"H5N1 HPAI",31.025,31.646,"Confirmed","Domestic","Chicken",2013-12-24,"poultry"
"H5N1 HPAI",31.025,31.646,"Confirmed","Domestic","Unspecified Bird",2013-12-24,"poultry"
"H5N2 LPAI",45.808073,12.207459,"Confirmed","Domestic","Duck",2013-12-24,"poultry"
"H5N2 LPAI",45.808073,12.207459,"Confirmed","Domestic","Chicken",2013-12-24,"poultry"
"H5N1 HPAI",-6.423353,108.348219,"Confirmed","Domestic","Duck",2013-12-24,"poultry"
"H5N1 HPAI",-6.408386,108.33655,"Confirmed","Domestic","Chicken",2013-12-23,"poultry"
"H5N1 HPAI",1.134967,124.846764,"Confirmed","Domestic","Duck",2013-12-22,"poultry"
"H5N2 HPAI",38.84,115.54,"Confirmed","Domestic","Chicken",2013-12-21,"poultry"
"H5N1 HPAI",-6.359008,108.326943,"Confirmed","Domestic","Chicken",2013-12-21,"poultry"
"H5N1 HPAI",-6.86279,109.144356,"Confirmed","Domestic","Chicken",2013-12-21,"poultry"
"H5N6 HPAI",32.0337085,119.5183864,"Confirmed","Domestic","Unspecified Bird",2013-12-20,"poultry"
"H9N2 LPAI",24.143979,90.406929,"Confirmed","Domestic","Chicken",2013-12-20,"poultry"
"H5N1 HPAI",-6.11273,106.349487,"Confirmed","Domestic","Duck",2013-12-19,"poultry"
"H5N1 HPAI",1.650156,101.441506,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",22.552,114.108,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",22.552,114.108,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",22.552,114.108,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",22.552,114.108,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",22.552,114.108,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-19,"poultry"
"H7N9 LPAI",21.86,111.98,"Confirmed","Domestic","Unspecified Bird",2013-12-18,"poultry"
"H5N1 HPAI",-7.784014,113.351184,"Confirmed","Domestic","Duck",2013-12-18,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-18,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-18,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-18,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-18,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-18,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-18,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-18,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-18,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-18,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-18,"poultry"
"H7N9 LPAI",23.021,113.751,"Confirmed","Domestic","Chicken",2013-12-18,"poultry"
"H5N1 HPAI",30.083,31.217,"Confirmed","Domestic","Duck",2013-12-17,"poultry"
"H5N1 HPAI",-7.454955,111.013604,"Confirmed","Domestic","Duck",2013-12-17,"poultry"
"H5N1 HPAI",-7.42703,111.067289,"Confirmed","Domestic","Duck",2013-12-16,"poultry"
"H5N1 HPAI",-2.718192,107.69071,"Confirmed","Domestic","Chicken",2013-12-16,"poultry"
"H5N1 HPAI",-2.748305,107.681892,"Confirmed","Domestic","Chicken",2013-12-16,"poultry"
"H9N2 LPAI",36.66853,119.295143999,"Confirmed","Domestic","Chicken",2013-12-15,"poultry"
"H9N2 LPAI",28.675697,115.909227999,"Confirmed","Domestic","Chicken",2013-12-15,"poultry"
"H7N9 LPAI",22.552,114.108,"Confirmed","Domestic","Chicken",2013-12-13,"poultry"
"H7N9 LPAI",22.552,114.108,"Confirmed","Domestic","Chicken",2013-12-13,"poultry"
"H7N9 LPAI",22.552,114.108,"Confirmed","Domestic","Chicken",2013-12-13,"poultry"
"H7N9 LPAI",22.552,114.108,"Confirmed","Domestic","Chicken",2013-12-13,"poultry"
"H7N9 LPAI",22.552,114.108,"Confirmed","Domestic","Chicken",2013-12-13,"poultry"
"H5N1 HPAI",31.472,31.834,"Confirmed","Domestic","Duck",2013-12-12,"poultry"
"H5N1 HPAI",31.472,31.834,"Confirmed","Domestic","Chicken",2013-12-12,"poultry"
"H5N1 HPAI",31.472,31.834,"Confirmed","Domestic","Unspecified Bird",2013-12-12,"poultry"
"H5N1 HPAI",-8.07311,111.634861,"Confirmed","Domestic","Duck",2013-12-12,"poultry"
"H9N2 LPAI",36.66853,119.295143999,"Confirmed","Domestic","Chicken",2013-12-12,"poultry"
"H9N2 LPAI",36.66853,119.295143999,"Confirmed","Domestic","Chicken",2013-12-12,"poultry"
"H7N9 LPAI",22.552,114.108,"Confirmed","Domestic","Chicken",2013-12-12,"poultry"
"H5N1 HPAI",-7.814941,113.357161,"Confirmed","Domestic","Duck",2013-12-11,"poultry"
"H5N1 HPAI",-7.859497,113.350039,"Confirmed","Domestic","Chicken",2013-12-11,"poultry"
"H5N1 HPAI",-7.859497,113.350039,"Confirmed","Domestic","Duck",2013-12-11,"poultry"
"H5N1 HPAI",-7.681405,113.993294,"Confirmed","Domestic","Duck",2013-12-10,"poultry"
"H7N9 LPAI",22.552,114.108,"Confirmed","Domestic","Chicken",2013-12-10,"poultry"
"H7N9 LPAI",22.552,114.108,"Confirmed","Domestic","Chicken",2013-12-10,"poultry"
"H7N9 LPAI",22.552,114.108,"Confirmed","Domestic","Chicken",2013-12-10,"poultry"
"H7N9 LPAI",22.552,114.108,"Confirmed","Domestic","Chicken",2013-12-10,"poultry"
"H9N2 LPAI",40.417,-82.907,"Confirmed","Wild","Mallard:anas Platyrhynchos(Anatidae)",2013-12-10,"wild_bird"
"H5N1 HPAI",29.583,31.233,"Confirmed","Domestic","Chicken",2013-12-09,"poultry"
"H9N2 LPAI",36.66853,119.295143999,"Confirmed","Wild","Duck",2013-12-09,"wild_bird"
"H7N9 LPAI",22.552,114.108,"Confirmed","Domestic","Chicken",2013-12-09,"poultry"
"H7N9 LPAI",22.552,114.108,"Confirmed","Domestic","Chicken",2013-12-09,"poultry"
"H7N9 LPAI",22.552,114.108,"Confirmed","Domestic","Chicken",2013-12-09,"poultry"
"H7N9 LPAI",22.552,114.108,"Confirmed","Domestic","Chicken",2013-12-09,"poultry"
"H7N9 LPAI",30.64,119.67,"Confirmed","Domestic","Unspecified Bird",2013-12-08,"poultry"
"H5N1 HPAI",-7.068221,110.833763,"Confirmed","Domestic","Duck",2013-12-06,"poultry"
"H5N1 HPAI",-7.068221,110.833763,"Confirmed","Domestic","Duck",2013-12-06,"poultry"
"H5N1 HPAI",-7.914774,112.529751,"Confirmed","Domestic","Chicken",2013-12-06,"poultry"
"H5N1 HPAI",-7.914774,112.529751,"Confirmed","Domestic","Chicken",2013-12-06,"poultry"
"H5N1 HPAI",-7.914774,112.529751,"Confirmed","Domestic","Duck",2013-12-06,"poultry"
"H5N1 HPAI",-2.320783,119.18892,"Confirmed","Domestic","Chicken",2013-12-05,"poultry"
"H5N1 HPAI",0.156143,101.157528,"Confirmed","Domestic","Chicken",2013-12-03,"poultry"
"H5N3 LPAI",47.845878,8.5845,"Confirmed","Domestic","Unspecified Bird",2013-12-02,"poultry"
"H5N1 HPAI",0.156143,101.157528,"Confirmed","Domestic","Chicken",2013-12-01,"poultry"
"H5N8 HPAI",31.3,121.45,"Confirmed","Wild","Mallard:anas Platyrhynchos(Anatidae)",2013-12-01,"wild_bird"
"H9N2 LPAI",36.66853,119.295143999,"Confirmed","Wild","Duck",2013-12-01,"wild_bird"
"H9N2 LPAI",36.66853,119.295143999,"Confirmed","Domestic","Chicken",2013-12-01,"poultry"
"H5N1 HPAI",30.567,31.1,"Confirmed","Domestic","Duck",2013-11-29,"poultry"
"H7 LPAI",37.637934,-7.667765,"Confirmed","Domestic","Duck",2013-11-28,"poultry"
"H7 LPAI",37.637934,-7.667765,"Confirmed","Domestic","Chicken",2013-11-28,"poultry"
"H7 LPAI",37.637934,-7.667765,"Confirmed","Domestic","Guinea Fowl",2013-11-28,"poultry"
"H5N3 LPAI",53.15097,6.885355,"Confirmed","Domestic","Unspecified Bird",2013-11-27,"poultry"
"H5N1 HPAI",-6.909922,107.468219,"Confirmed","Domestic","Chicken",2013-11-27,"poultry"
"H5N1 HPAI",-4.982367,105.368295,"Confirmed","Domestic","Chicken",2013-11-27,"poultry"
"H5N1 HPAI",-6.909922,107.468219,"Confirmed","Domestic","Chicken",2013-11-27,"poultry"
"H5N1 HPAI",-4.982367,105.368295,"Confirmed","Domestic","Chicken",2013-11-27,"poultry"
"H5N1 HPAI",30.361,31.371,"Confirmed","Domestic","Duck",2013-11-25,"poultry"
"H5N1 HPAI",30.361,31.371,"Confirmed","Domestic","Chicken",2013-11-25,"poultry"
"H5N1 HPAI",30.361,31.371,"Confirmed","Domestic","Unspecified Bird",2013-11-25,"poultry"
"H5N1 HPAI",-6.961202,106.963559,"Confirmed","Domestic","Chicken",2013-11-25,"poultry"
"H5N1 HPAI",-5.027131,105.503753,"Confirmed","Domestic","Chicken",2013-11-25,"poultry"
"H5N1 HPAI",-5.162163,105.435791,"Confirmed","Domestic","Chicken",2013-11-25,"poultry"
"H5N1 HPAI",-4.020716,122.5032,"Confirmed","Domestic","Chicken",2013-11-25,"poultry"
"H5N1 HPAI",-6.961202,106.963559,"Confirmed","Domestic","Chicken",2013-11-25,"poultry"
"H5N1 HPAI",-5.027131,105.503753,"Confirmed","Domestic","Chicken",2013-11-25,"poultry"
"H5N1 HPAI",-5.162163,105.435791,"Confirmed","Domestic","Chicken",2013-11-25,"poultry"
"H5N1 HPAI",-4.020716,122.5032,"Confirmed","Domestic","Chicken",2013-11-25,"poultry"
"H9N2 LPAI",24.143979,90.406929,"Confirmed","Domestic","Common Quail:coturnix Coturnix(Phasianidae)",2013-11-24,"poultry"
"H9N2 LPAI",22.815478,108.32754599999,"Confirmed","Domestic","Chicken",2013-11-23,"poultry"
"H5N1 HPAI",30.721,31.527,"Confirmed","Domestic","Duck",2013-11-19,"poultry"
"H5N1 HPAI",-6.220715,107.046022,"Confirmed","Domestic","Chicken",2013-11-19,"poultry"
"H5N1 HPAI",-6.220715,107.046022,"Confirmed","Domestic","Chicken",2013-11-19,"poultry"
